Filters,,,,,,,,,,
Region filter: All,,,,,,,,,,
Infection syndrome filter: Bloodstream,,,,,,,,,,
Bacterial pathogen filter: Escherichia coli,,,,,,,,,,
Antibiotic filter: Cefepime,,,,,,,,,,
,,,,,,,,,,
Data for time series,,,,,,,,,,
Year,Specimen,PathogenName,AbTargets,Min,Q1,Median,Q3,Max,,
MLT,Malta,European Region,2019,BLOOD,Escherichia coli,Cefepime,624,358,54,15.08379888
MLT,Malta,European Region,2020,BLOOD,Escherichia coli,Cefepime,530,277,23,8.303249097
MYS,Malaysia,Western Pacific Region,2017,BLOOD,Escherichia coli,Cefepime,25686,6070,991,16.3261944
MYS,Malaysia,Western Pacific Region,2018,BLOOD,Escherichia coli,Cefepime,26268,5917,1008,17.03565996
MYS,Malaysia,Western Pacific Region,2019,BLOOD,Escherichia coli,Cefepime,25194,6201,994,16.02967263
MYS,Malaysia,Western Pacific Region,2020,BLOOD,Escherichia coli,Cefepime,20249,4819,693,14.38057688
OMN,Oman,Eastern Mediterranean Region,2017,BLOOD,Escherichia coli,Cefepime,1043,223,117,52.46636771
OMN,Oman,Eastern Mediterranean Region,2018,BLOOD,Escherichia coli,Cefepime,631,120,66,55
OMN,Oman,Eastern Mediterranean Region,2019,BLOOD,Escherichia coli,Cefepime,1007,275,144,52.36363636
OMN,Oman,Eastern Mediterranean Region,2020,BLOOD,Escherichia coli,Cefepime,876,65,54,83.07692308
PAK,Pakistan,Eastern Mediterranean Region,2017,BLOOD,Escherichia coli,Cefepime,2323,45,31,68.88888889
PAK,Pakistan,Eastern Mediterranean Region,2018,BLOOD,Escherichia coli,Cefepime,7410,93,73,78.49462366
PAK,Pakistan,Eastern Mediterranean Region,2019,BLOOD,Escherichia coli,Cefepime,8980,86,77,89.53488372
PAK,Pakistan,Eastern Mediterranean Region,2020,BLOOD,Escherichia coli,Cefepime,5623,149,120,80.53691275
PHL,Philippines,Western Pacific Region,2017,BLOOD,Escherichia coli,Cefepime,5103,940,223,23.72340426
PHL,Philippines,Western Pacific Region,2018,BLOOD,Escherichia coli,Cefepime,5595,1156,235,20.32871972
PHL,Philippines,Western Pacific Region,2019,BLOOD,Escherichia coli,Cefepime,6468,1353,345,25.49889135
PHL,Philippines,Western Pacific Region,2020,BLOOD,Escherichia coli,Cefepime,4276,786,152,19.33842239
SAU,Saudi Arabia,Eastern Mediterranean Region,2017,BLOOD,Escherichia coli,Cefepime,1491,345,131,37.97101449
SAU,Saudi Arabia,Eastern Mediterranean Region,2018,BLOOD,Escherichia coli,Cefepime,2420,560,267,47.67857143
SAU,Saudi Arabia,Eastern Mediterranean Region,2019,BLOOD,Escherichia coli,Cefepime,2528,563,302,53.64120782
SAU,Saudi Arabia,Eastern Mediterranean Region,2020,BLOOD,Escherichia coli,Cefepime,2458,467,263,56.31691649
TUN,Tunisia,Eastern Mediterranean Region,2017,BLOOD,Escherichia coli,Cefepime,835,73,23,31.50684932
TUN,Tunisia,Eastern Mediterranean Region,2018,BLOOD,Escherichia coli,Cefepime,1660,211,59,27.96208531
TUN,Tunisia,Eastern Mediterranean Region,2019,BLOOD,Escherichia coli,Cefepime,932,118,25,21.18644068
TUN,Tunisia,Eastern Mediterranean Region,2020,BLOOD,Escherichia coli,Cefepime,917,80,23,28.75
