Filters,,,,,,,,,,
Region filter: All,,,,,,,,,,
Infection syndrome filter: Bloodstream,,,,,,,,,,
Bacterial pathogen filter: Acinetobacter spp.,,,,,,,,,,
Antibiotic filter: Amikacin,,,,,,,,,,
,,,,,,,,,,
Data for time series,,,,,,,,,,
Year,Specimen,PathogenName,AbTargets,Min,Q1,Median,Q3,Max,,
EGY,Egypt,Eastern Mediterranean Region,2018,BLOOD,Acinetobacter spp.,Amikacin,967,76,53,69.73684211
EGY,Egypt,Eastern Mediterranean Region,2019,BLOOD,Acinetobacter spp.,Amikacin,1114,94,60,63.82978723
EGY,Egypt,Eastern Mediterranean Region,2020,BLOOD,Acinetobacter spp.,Amikacin,901,47,35,74.46808511
GEO,Georgia,European Region,2017,BLOOD,Acinetobacter spp.,Amikacin,105,17,12,70.58823529
GEO,Georgia,European Region,2018,BLOOD,Acinetobacter spp.,Amikacin,216,28,20,71.42857143
GEO,Georgia,European Region,2019,BLOOD,Acinetobacter spp.,Amikacin,433,38,21,55.26315789
GEO,Georgia,European Region,2020,BLOOD,Acinetobacter spp.,Amikacin,741,80,50,62.5
IND,India,South-East Asia Region,2017,BLOOD,Acinetobacter spp.,Amikacin,8532,305,223,73.1147541
IND,India,South-East Asia Region,2018,BLOOD,Acinetobacter spp.,Amikacin,14459,1862,1188,63.80236305
IND,India,South-East Asia Region,2019,BLOOD,Acinetobacter spp.,Amikacin,24223,1245,867,69.63855422
IND,India,South-East Asia Region,2020,BLOOD,Acinetobacter spp.,Amikacin,12371,1590,1088,68.42767296
JPN,Japan,Western Pacific Region,2017,BLOOD,Acinetobacter spp.,Amikacin,168145,1370,13,0.948905109
JPN,Japan,Western Pacific Region,2018,BLOOD,Acinetobacter spp.,Amikacin,126859,1745,12,0.687679083
JPN,Japan,Western Pacific Region,2019,BLOOD,Acinetobacter spp.,Amikacin,136246,1596,12,0.751879699
JPN,Japan,Western Pacific Region,2020,BLOOD,Acinetobacter spp.,Amikacin,142185,1595,11,0.689655172
KOR,Republic of Korea,Western Pacific Region,2017,BLOOD,Acinetobacter spp.,Amikacin,3518,235,145,61.70212766
KOR,Republic of Korea,Western Pacific Region,2018,BLOOD,Acinetobacter spp.,Amikacin,3519,247,138,55.87044534
KOR,Republic of Korea,Western Pacific Region,2019,BLOOD,Acinetobacter spp.,Amikacin,3646,225,134,59.55555556
KOR,Republic of Korea,Western Pacific Region,2020,BLOOD,Acinetobacter spp.,Amikacin,4095,217,122,56.22119816
MKD,North Macedonia,European Region,2017,BLOOD,Acinetobacter spp.,Amikacin,175,18,12,66.66666667
MKD,North Macedonia,European Region,2018,BLOOD,Acinetobacter spp.,Amikacin,176,21,14,66.66666667
MKD,North Macedonia,European Region,2019,BLOOD,Acinetobacter spp.,Amikacin,276,34,24,70.58823529
MKD,North Macedonia,European Region,2020,BLOOD,Acinetobacter spp.,Amikacin,293,38,33,86.84210526
MYS,Malaysia,Western Pacific Region,2017,BLOOD,Acinetobacter spp.,Amikacin,25686,2189,822,37.55139333
MYS,Malaysia,Western Pacific Region,2018,BLOOD,Acinetobacter spp.,Amikacin,26268,2134,829,38.84723524
MYS,Malaysia,Western Pacific Region,2019,BLOOD,Acinetobacter spp.,Amikacin,25194,1797,644,35.83750696
MYS,Malaysia,Western Pacific Region,2020,BLOOD,Acinetobacter spp.,Amikacin,20249,1653,681,41.19782214
OMN,Oman,Eastern Mediterranean Region,2017,BLOOD,Acinetobacter spp.,Amikacin,1043,106,51,48.11320755
OMN,Oman,Eastern Mediterranean Region,2018,BLOOD,Acinetobacter spp.,Amikacin,631,55,32,58.18181818
OMN,Oman,Eastern Mediterranean Region,2019,BLOOD,Acinetobacter spp.,Amikacin,1007,135,68,50.37037037
OMN,Oman,Eastern Mediterranean Region,2020,BLOOD,Acinetobacter spp.,Amikacin,876,68,47,69.11764706
PAK,Pakistan,Eastern Mediterranean Region,2017,BLOOD,Acinetobacter spp.,Amikacin,2323,49,33,67.34693878
PAK,Pakistan,Eastern Mediterranean Region,2018,BLOOD,Acinetobacter spp.,Amikacin,7410,199,57,28.64321608
PAK,Pakistan,Eastern Mediterranean Region,2019,BLOOD,Acinetobacter spp.,Amikacin,8980,331,216,65.25679758
PAK,Pakistan,Eastern Mediterranean Region,2020,BLOOD,Acinetobacter spp.,Amikacin,5623,331,185,55.89123867
PHL,Philippines,Western Pacific Region,2017,BLOOD,Acinetobacter spp.,Amikacin,5103,563,172,30.55062167
PHL,Philippines,Western Pacific Region,2018,BLOOD,Acinetobacter spp.,Amikacin,5595,664,148,22.28915663
PHL,Philippines,Western Pacific Region,2019,BLOOD,Acinetobacter spp.,Amikacin,6468,731,161,22.0246238
PHL,Philippines,Western Pacific Region,2020,BLOOD,Acinetobacter spp.,Amikacin,4276,452,76,16.81415929
RUS,Russian Federation,European Region,2017,BLOOD,Acinetobacter spp.,Amikacin,321,51,48,94.11764706
RUS,Russian Federation,European Region,2018,BLOOD,Acinetobacter spp.,Amikacin,427,76,67,88.15789474
RUS,Russian Federation,European Region,2019,BLOOD,Acinetobacter spp.,Amikacin,1173,118,95,80.50847458
RUS,Russian Federation,European Region,2020,BLOOD,Acinetobacter spp.,Amikacin,1305,244,225,92.21311475
SAU,Saudi Arabia,Eastern Mediterranean Region,2017,BLOOD,Acinetobacter spp.,Amikacin,1491,127,102,80.31496063
SAU,Saudi Arabia,Eastern Mediterranean Region,2018,BLOOD,Acinetobacter spp.,Amikacin,2420,290,227,78.27586207
SAU,Saudi Arabia,Eastern Mediterranean Region,2019,BLOOD,Acinetobacter spp.,Amikacin,2528,274,206,75.18248175
SAU,Saudi Arabia,Eastern Mediterranean Region,2020,BLOOD,Acinetobacter spp.,Amikacin,2458,419,321,76.61097852
THA,Thailand,South-East Asia Region,2017,BLOOD,Acinetobacter spp.,Amikacin,1349,161,53,32.91925466
THA,Thailand,South-East Asia Region,2018,BLOOD,Acinetobacter spp.,Amikacin,2629,312,96,30.76923077
THA,Thailand,South-East Asia Region,2019,BLOOD,Acinetobacter spp.,Amikacin,5463,489,131,26.78936605
THA,Thailand,South-East Asia Region,2020,BLOOD,Acinetobacter spp.,Amikacin,6159,612,195,31.8627451
ZAF,South Africa,African Region,2017,BLOOD,Acinetobacter spp.,Amikacin,2931,486,366,75.30864198
ZAF,South Africa,African Region,2018,BLOOD,Acinetobacter spp.,Amikacin,20691,1797,1175,65.3867557
ZAF,South Africa,African Region,2019,BLOOD,Acinetobacter spp.,Amikacin,20489,1529,1073,70.176586
ZAF,South Africa,African Region,2020,BLOOD,Acinetobacter spp.,Amikacin,23840,2606,1606,61.62701458
