Filters,,,,,,,,,,
Region filter: All,,,,,,,,,,
Infection syndrome filter: Urinary tract,,,,,,,,,,
Bacterial pathogen filter: Escherichia coli,,,,,,,,,,
Antibiotic filter: Co-trimoxazole,,,,,,,,,,
,,,,,,,,,,
Data for time series,,,,,,,,,,
Year,Specimen,PathogenName,AbTargets,Min,Q1,Median,Q3,Max,,
IND,India,South-East Asia Region,2018,URINE,Escherichia coli,Co-trimoxazole,25203,12977,8611,66.35586037
IND,India,South-East Asia Region,2019,URINE,Escherichia coli,Co-trimoxazole,47746,29371,17686,60.21585918
IND,India,South-East Asia Region,2020,URINE,Escherichia coli,Co-trimoxazole,18235,3533,2250,63.68525333
KOR,Republic of Korea,Western Pacific Region,2017,URINE,Escherichia coli,Co-trimoxazole,9130,7874,2834,35.99187198
KOR,Republic of Korea,Western Pacific Region,2018,URINE,Escherichia coli,Co-trimoxazole,8554,7255,2743,37.80840799
KOR,Republic of Korea,Western Pacific Region,2019,URINE,Escherichia coli,Co-trimoxazole,8565,7270,2893,39.79367263
KOR,Republic of Korea,Western Pacific Region,2020,URINE,Escherichia coli,Co-trimoxazole,8567,7293,2625,35.99341835
LAO,Lao People's Democratic Republic,Western Pacific Region,2017,URINE,Escherichia coli,Co-trimoxazole,124,109,87,79.81651376
LAO,Lao People's Democratic Republic,Western Pacific Region,2018,URINE,Escherichia coli,Co-trimoxazole,120,110,74,67.27272727
LAO,Lao People's Democratic Republic,Western Pacific Region,2019,URINE,Escherichia coli,Co-trimoxazole,175,153,99,64.70588235
LAO,Lao People's Democratic Republic,Western Pacific Region,2020,URINE,Escherichia coli,Co-trimoxazole,253,215,142,66.04651163
MYS,Malaysia,Western Pacific Region,2017,URINE,Escherichia coli,Co-trimoxazole,19286,12886,5041,39.11997517
MYS,Malaysia,Western Pacific Region,2018,URINE,Escherichia coli,Co-trimoxazole,19914,12492,4632,37.07973103
MYS,Malaysia,Western Pacific Region,2019,URINE,Escherichia coli,Co-trimoxazole,19312,11838,4350,36.74607197
MYS,Malaysia,Western Pacific Region,2020,URINE,Escherichia coli,Co-trimoxazole,18124,11254,3839,34.11231562
NOR,Norway,European Region,2017,URINE,Escherichia coli,Co-trimoxazole,2252,1510,0,0
NOR,Norway,European Region,2018,URINE,Escherichia coli,Co-trimoxazole,2117,1423,278,19.53619115
NOR,Norway,European Region,2019,URINE,Escherichia coli,Co-trimoxazole,2187,1501,307,20.45303131
NOR,Norway,European Region,2020,URINE,Escherichia coli,Co-trimoxazole,3219,2520,536,21.26984127
OMN,Oman,Eastern Mediterranean Region,2017,URINE,Escherichia coli,Co-trimoxazole,4377,3109,1199,38.56545513
OMN,Oman,Eastern Mediterranean Region,2018,URINE,Escherichia coli,Co-trimoxazole,3636,2905,1085,37.34939759
OMN,Oman,Eastern Mediterranean Region,2019,URINE,Escherichia coli,Co-trimoxazole,8941,7049,2635,37.38118882
OMN,Oman,Eastern Mediterranean Region,2020,URINE,Escherichia coli,Co-trimoxazole,3343,2314,849,36.68971478
PAK,Pakistan,Eastern Mediterranean Region,2017,URINE,Escherichia coli,Co-trimoxazole,8946,3587,2496,69.5846111
PAK,Pakistan,Eastern Mediterranean Region,2018,URINE,Escherichia coli,Co-trimoxazole,14284,1886,1115,59.11983033
PAK,Pakistan,Eastern Mediterranean Region,2019,URINE,Escherichia coli,Co-trimoxazole,15455,10308,7066,68.54870004
PAK,Pakistan,Eastern Mediterranean Region,2020,URINE,Escherichia coli,Co-trimoxazole,28695,3452,2327,67.41019699
PHL,Philippines,Western Pacific Region,2017,URINE,Escherichia coli,Co-trimoxazole,6689,3866,2428,62.80393171
PHL,Philippines,Western Pacific Region,2018,URINE,Escherichia coli,Co-trimoxazole,8074,4894,3003,61.36085002
PHL,Philippines,Western Pacific Region,2019,URINE,Escherichia coli,Co-trimoxazole,9132,5642,3396,60.19142148
PHL,Philippines,Western Pacific Region,2020,URINE,Escherichia coli,Co-trimoxazole,4560,2890,1709,59.1349481
SAU,Saudi Arabia,Eastern Mediterranean Region,2017,URINE,Escherichia coli,Co-trimoxazole,3860,1546,833,53.88098318
SAU,Saudi Arabia,Eastern Mediterranean Region,2018,URINE,Escherichia coli,Co-trimoxazole,5627,2817,1472,52.2541711
SAU,Saudi Arabia,Eastern Mediterranean Region,2019,URINE,Escherichia coli,Co-trimoxazole,5587,3220,1531,47.54658385
SAU,Saudi Arabia,Eastern Mediterranean Region,2020,URINE,Escherichia coli,Co-trimoxazole,4464,2819,1221,43.31323164
SWE,Sweden,European Region,2017,URINE,Escherichia coli,Co-trimoxazole,140606,28096,9466,33.6916287
SWE,Sweden,European Region,2018,URINE,Escherichia coli,Co-trimoxazole,115520,103223,21620,20.94494444
SWE,Sweden,European Region,2019,URINE,Escherichia coli,Co-trimoxazole,229294,204115,41550,20.35617177
SWE,Sweden,European Region,2020,URINE,Escherichia coli,Co-trimoxazole,441656,398342,79286,19.90400209
THA,Thailand,South-East Asia Region,2017,URINE,Escherichia coli,Co-trimoxazole,2250,1475,870,58.98305085
THA,Thailand,South-East Asia Region,2018,URINE,Escherichia coli,Co-trimoxazole,4301,1987,1049,52.79315551
THA,Thailand,South-East Asia Region,2019,URINE,Escherichia coli,Co-trimoxazole,9011,5692,3108,54.60295151
THA,Thailand,South-East Asia Region,2020,URINE,Escherichia coli,Co-trimoxazole,11131,7396,4007,54.17793402
